symbol,company,sector,industry,weight,score_composite,score_sm,score_insider,score_momentum,score_quality,perf_3m,perf_ytd,vol_30d,gp_buys,gp_tier,insider_buys,rsi,td_price,roe,roa,debt_equity,current_ratio,gross_margin,operating_margin,net_margin,capex_ratio,fcf,revenue,net_income,score_value,score_risk,buffett_score
AON,Aon plc,Financial Services,Insurance Brokers,0.0382,0.6287,0.613,0.5,0.65,0.485,7.23,1.56,19.63,3,C,0,55.76612,349.64001,42.3,5.55,2.78,1.02,47.24,26.6,17.33,,2817000000.0,15698000000.0,2720000000.0,0.5,0.28,0.422
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,0.0374,0.5318,0.286,0.5,0.6,0.485,1.86,-0.24,1.88,0,D,0,49.22408,203.92,17.55,9.06,0.31,0.95,79.32,21.13,15.02,,1858000000.0,7463000000.0,1121000000.0,0.5,0.5,0.495
DIS,The Walt Disney Company,Communication Services,Entertainment,0.0362,0.6657,0.708,0.5,0.6,0.445,2.32,0.85,20.21,6,B,0,52.82481,112.8,11.72,6.8,0.39,0.71,37.76,14.65,14.22,8.5,10077000000.0,94425000000.0,13431000000.0,0.5,0.355,0.433
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,0.0359,0.4724,0.286,0.5,0.6,0.485,1.85,5.51,18.05,0,D,0,57.28748,258.31,23.47,17.14,0.14,3.44,59.36,32.79,27.22,1.75,1650946000.0,5146327000.0,1400723000.0,0.5,0.46,0.482
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,0.0358,0.6658,0.629,0.5,0.42,0.485,22.26,11.94,23.15,3,C,0,71.58614,179.44,-71.27,12.14,,0.88,64.81,35.38,19.81,,10773000000.0,37878000000.0,7503000000.0,0.5,0.355,0.447
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,0.0318,0.6863,0.586,0.5,0.6,0.485,4.56,3.13,23.39,3,C,0,58.42119,188.19,30.42,7.29,1.62,1.13,42.78,23.78,16.83,,3986000000.0,24458000000.0,4117000000.0,0.5,0.355,0.447
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,0.0309,0.6078,0.596,0.5,0.65,0.485,8.85,5.0,16.68,3,C,0,59.96925,26.44,9.11,3.78,0.72,1.17,71.94,23.31,12.67,4.57,9835000000.0,63627000000.0,8062000000.0,0.5,0.28,0.422
GOOGL,Alphabet Inc. Class A,Communication Services,Internet Content & Information,0.0284,0.9287,0.663,0.5,0.58,0.485,23.1,7.25,16.32,5,C,0,65.70345,338.0,30.8,22.24,0.08,1.84,58.2,32.11,28.6,15.01,72764000000.0,350018000000.0,100118000000.0,0.5,0.46,0.482
TRV,"Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,0.0279,0.4928,0.286,0.5,0.65,0.485,6.2,-0.24,15.81,0,D,0,56.0075082,284.51001,17.94,3.75,0.29,0.37,,25.89,10.77,,9074000000.0,46428000000.0,4999000000.0,0.5,0.46,0.482
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,0.0275,0.5521,0.286,0.5,0.65,0.485,5.97,-0.37,14.17,0,D,0,48.58322,160.89,16.45,6.28,0.06,1.12,,38.27,20.22,0.19,2627000000.0,11337000000.0,2292000000.0,0.5,0.5,0.495
