symbol,company,sector,industry,weight,score_composite,score_sm,score_insider,score_momentum,score_quality,perf_3m,perf_ytd,vol_30d,gp_buys,gp_tier,insider_buys,rsi,td_price,roe,roa,debt_equity,current_ratio,gross_margin,operating_margin,net_margin,capex_ratio,fcf,revenue,net_income,score_value,score_risk,buffett_score
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,0.0432,0.6728,0.601,0.5,0.53,0.485,13.12,-2.04,17.93,3,C,0,66.7382,54.93,8.17,4.89,0.38,1.16,59.87,18.35,13.37,0.95,1406400000.0,6231800000.0,832900000.0,0.5,0.355,0.447
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,0.0429,0.6935,0.629,0.5,0.5,0.485,-4.94,26.88,23.11,3,C,0,51.78132,153.64999,-71.27,12.14,,0.88,64.81,35.38,19.81,,10773000000.0,37878000000.0,7503000000.0,0.5,0.355,0.447
TFC,Truist Financial Corp,Financial Services,Banks - Regional,0.0333,0.5335,0.598,0.5,0.37,0.485,11.41,15.14,17.7,3,C,0,80.074863,49.89,7.6,0.91,0.83,,,39.32,36.45,,2164000000.0,13278000000.0,4840000000.0,0.5,0.31,0.432
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,0.0319,0.4843,0.286,0.5,0.65,0.485,6.92,16.41,16.09,0,D,0,58.41537,165.86,16.45,6.28,0.06,1.12,,38.27,20.22,0.19,2627000000.0,11337000000.0,2292000000.0,0.5,0.46,0.482
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,0.0395,0.917,0.663,0.5,0.7,0.485,22.92,63.27,34.42,5,C,0,55.59628,309.29001,30.8,22.24,0.08,1.84,58.2,32.11,28.6,15.01,72764000000.0,350018000000.0,100118000000.0,0.5,0.42,0.468
AME,Ametek Inc.,Industrials,Specialty Industrial Machinery,0.037,0.4843,0.286,0.5,0.65,0.485,6.43,13.13,17.07,0,D,0,59.84176,201.74001,14.25,9.41,0.22,1.24,35.68,25.64,19.83,1.77,1701773000.0,6941180000.0,1376124000.0,0.5,0.46,0.482
MDT,Medtronic plc,Healthcare,Medical Devices,0.0351,0.6062,0.586,0.5,0.65,0.485,6.89,24.5,22.45,3,C,0,51.37414,99.87,9.72,5.12,0.59,1.85,65.32,19.5,13.99,5.54,5185000000.0,33537000000.0,4691000000.0,0.5,0.28,0.422
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,0.0235,0.6713,0.611,0.5,0.5,0.485,-7.9,1.12,15.18,4,C,0,56.16064,501.029999,11.11,6.92,0.32,0.85,69.09,38.56,29.33,,5565000000.0,14208000000.0,4167000000.0,0.5,0.355,0.447
BRK.B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,0.0226,0.5169,0.801,0.5,0.6,0.325,1.62,10.73,14.58,6,B,0,49.79629,499.51999,13.74,7.76,0.19,2.72,,41.1,21.11,4.47,11616000000.0,424232000000.0,89561000000.0,0.5,0.5,0.442
AMZN,Amazon.com Inc.,Consumer Cyclical,Internet Retail,0.0281,0.7528,0.912,0.5,0.5,0.405,-2.26,2.71,28.52,8,A,0,44.83388,226.19,20.72,9.48,0.46,1.06,48.85,10.75,9.29,12.17,32878000000.0,637959000000.0,59248000000.0,0.5,0.375,0.427
