symbol,company,sector,industry,weight,score_composite,score_sm,score_insider,score_momentum,score_quality,perf_3m,perf_ytd,vol_30d,gp_buys,gp_tier,insider_buys,rsi,td_price,roe,roa,debt_equity,current_ratio,gross_margin,operating_margin,net_margin,capex_ratio,fcf,revenue,net_income,score_value,score_risk,buffett_score
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,0.0329,0.455,0.584,0.5,0.37,0.445,12.33,18.0,15.57,3,C,0,74.30962,81.56,38.33,12.53,1.33,1.46,61.63,31.1,27.4,4.38,5296000000.0,47941000000.0,13137000000.0,0.5,0.355,0.433
CINF,Cincinnati Financial Corp,Financial Services,Insurance - Property & Casualty,0.031,0.4632,0.286,0.5,0.5,0.485,-2.61,1.54,22.44,0,D,0,50.9434,163.98,15.04,5.84,0.06,0.64,,27.6,18.95,0.16,3092000000.0,12631000000.0,2393000000.0,0.5,0.46,0.482
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,0.0305,0.9273,0.663,0.5,0.5,0.485,-3.61,-1.08,23.49,5,C,0,45.26757,311.76001,31.83,22.2,0.14,2.01,59.65,32.03,32.81,22.7,73266000000.0,402836000000.0,132170000000.0,0.5,0.46,0.482
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,0.0289,0.6705,0.585,0.5,0.6,0.485,2.59,2.34,32.39,3,C,0,59.81281,186.74001,27.65,7.21,1.4,1.1,42.27,23.06,15.69,,5001000000.0,26981000000.0,4234000000.0,0.5,0.315,0.433
CPRT,Copart Inc,Industrials,Specialty Business Services,0.0288,0.8321,0.631,0.5,0.5,0.485,-2.48,0.85,33.83,4,C,0,48.96377,38.09,16.82,15.34,0.01,8.42,45.18,36.51,33.32,11.56,1230760000.0,4646958000.0,1548363000.0,0.5,0.42,0.468
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,0.0263,0.4963,0.286,0.5,0.58,0.485,15.35,18.47,19.13,0,D,0,69.77302,319.5,13.31,2.57,0.13,1.01,86.13,64.13,57.52,1.53,3596500000.0,6130100000.0,3525800000.0,0.5,0.46,0.482
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,0.0263,0.4914,0.69,0.5,0.7,0.405,22.66,14.79,27.35,4,C,0,56.99404,115.96,34.28,7.62,1.76,1.22,18.08,8.87,6.28,,4765000000.0,88661000000.0,5572000000.0,0.5,0.315,0.407
GL,Globe Life Inc.,Financial Services,Insurance - Life,0.0252,0.4625,0.286,0.5,0.65,0.485,7.31,4.94,18.72,0,D,0,56.91762,145.25999,19.44,3.77,0.44,0.76,,24.24,19.37,2.38,1253907000.0,5994318000.0,1161238000.0,0.5,0.415,0.467
AME,Ametek Inc.,Industrials,Specialty Industrial Machinery,0.0244,0.4963,0.286,0.5,0.58,0.485,21.3,14.38,19.91,0,D,0,66.12071,239.22,13.93,9.21,0.22,1.06,36.04,25.81,20.0,1.76,1671515000.0,7401116000.0,1480142000.0,0.5,0.46,0.482
MDT,Medtronic plc,Healthcare,Medical Devices,0.0234,0.5803,0.585,0.5,0.5,0.485,-7.3,1.68,20.11,3,C,0,44.64705,97.66,9.72,5.12,0.59,1.85,65.32,19.5,13.99,5.54,5185000000.0,33537000000.0,4691000000.0,0.5,0.28,0.422
