symbol,company,sector,industry,weight,score_composite,score_sm,score_insider,score_momentum,score_quality,perf_3m,perf_ytd,vol_30d,gp_buys,gp_tier,insider_buys,rsi,td_price,roe,roa,debt_equity,current_ratio,gross_margin,operating_margin,net_margin,capex_ratio,fcf,revenue,net_income,score_value,score_risk,buffett_score
DIS,The Walt Disney Company,Communication Services,Entertainment,0.045,0.6046,0.708,0.5,0.48,0.445,0.08,2.47,20.62,6,B,0,61.13064,113.56,11.72,6.8,0.39,0.71,37.76,14.65,14.22,8.5,10077000000.0,94425000000.0,13431000000.0,0.5,0.355,0.433
BRK.B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,0.0382,0.4605,0.801,0.5,0.5,0.325,-0.35,10.46,12.97,6,B,0,48.032835,498.29999,13.74,7.76,0.19,2.72,,41.1,21.11,4.47,11616000000.0,424232000000.0,89561000000.0,0.5,0.5,0.442
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,0.0363,0.6782,0.586,0.5,0.5,0.485,-6.29,-11.52,12.08,3,C,0,57.5161,187.0,30.42,7.29,1.62,1.13,42.78,23.78,16.83,,3986000000.0,24458000000.0,4117000000.0,0.5,0.395,0.46
NVDA,NVIDIA Corp,Technology,Semiconductors,0.0374,1.0847,0.83,0.5,0.65,0.485,6.93,37.76,32.6,8,A,0,58.68174,190.53,91.87,65.3,0.13,4.44,74.99,62.42,55.85,2.48,60853000000.0,130497000000.0,72880000000.0,0.5,0.42,0.468
CPRT,Copart Inc.,Industrials,Specialty Business Services,0.0371,0.779,0.631,0.5,0.4,0.485,-12.41,-30.22,16.9,4,C,0,45.30332,39.3,16.82,15.34,0.01,8.42,45.18,36.51,33.32,11.56,1230760000.0,4646958000.0,1548363000.0,0.5,0.46,0.482
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,0.0346,0.5904,0.609,0.5,0.6,0.485,1.78,6.21,18.44,4,C,0,49.22556,310.67999,-2.17,14.9,,1.19,56.75,45.72,31.73,0.47,6672000000.0,25920000000.0,8224000000.0,0.5,0.28,0.422
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,0.0333,0.5978,0.596,0.5,0.65,0.485,5.6,-5.71,24.35,3,C,0,46.9412,25.09,9.11,3.78,0.72,1.17,71.94,23.31,12.67,4.57,9835000000.0,63627000000.0,8062000000.0,0.5,0.28,0.422
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,0.0314,0.654,0.601,0.5,0.53,0.485,14.75,-0.68,18.65,3,C,0,64.66162,55.69,8.17,4.89,0.38,1.16,59.87,18.35,13.37,0.95,1406400000.0,6231800000.0,832900000.0,0.5,0.355,0.447
TFC,Truist Financial Corp,Financial Services,Banks - Regional,0.0252,0.5116,0.598,0.5,0.37,0.485,9.97,16.8,16.48,3,C,0,76.65736,50.61,7.6,0.91,0.83,,,39.32,36.45,,2164000000.0,13278000000.0,4840000000.0,0.5,0.31,0.432
TRV,"Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,0.0233,0.5274,0.286,0.5,0.65,0.485,5.17,21.27,12.36,0,D,0,59.34039,292.12,17.94,3.75,0.29,0.34,,19.69,10.77,,9074000000.0,46428000000.0,4999000000.0,0.5,0.5,0.495
