symbol,company,sector,industry,weight,score_composite,score_sm,score_insider,score_momentum,score_quality,perf_3m,perf_ytd,vol_30d,gp_buys,gp_tier,insider_buys,rsi,td_price,roe,roa,debt_equity,current_ratio,gross_margin,operating_margin,net_margin,capex_ratio,fcf,revenue,net_income,score_value,score_risk,buffett_score
TRV,"Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,0.0403,0.4613,0.286,0.5,0.6,0.485,3.44,-2.62,17.03,0,D,0,45.37089,277.72,17.94,3.75,0.29,0.37,,25.89,10.77,,9074000000.0,46428000000.0,4999000000.0,0.5,0.46,0.482
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,0.0367,0.4691,0.286,0.5,0.48,0.485,1.0,-2.76,14.67,0,D,0,34.67013,157.029999,16.45,6.28,0.06,1.12,,38.27,20.22,0.19,2627000000.0,11337000000.0,2292000000.0,0.5,0.5,0.495
NVDA,NVIDIA Corp,Technology,Semiconductors,0.0362,1.0735,0.83,0.5,0.6,0.485,4.1,-0.62,30.55,8,A,0,53.97739,187.67,91.87,65.3,0.13,4.44,74.99,62.42,55.85,2.48,60853000000.0,130497000000.0,72880000000.0,0.5,0.42,0.468
AON,Aon plc,Financial Services,Insurance Brokers,0.035,0.508,0.613,0.5,0.38,0.485,-1.29,-1.62,17.16,3,C,0,39.94787,338.69,42.3,5.55,2.78,1.02,47.24,26.6,17.33,,2817000000.0,15698000000.0,2720000000.0,0.5,0.28,0.422
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,0.0337,0.5789,0.846,0.5,0.38,0.405,-1.45,5.9,23.47,9,A,0,63.54881,356.26001,14.86,5.11,0.75,0.83,22.33,8.07,3.81,0.87,20705000000.0,400278000000.0,15242000000.0,0.5,0.355,0.42
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,0.0337,0.4825,0.286,0.5,0.65,0.485,5.78,-0.96,17.46,0,D,0,48.41721,92.96,20.71,6.08,0.13,0.56,,30.69,25.47,0.3,6622000000.0,16930000000.0,4312000000.0,0.5,0.46,0.482
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,0.0333,0.6969,0.606,0.5,0.38,0.485,-1.35,5.9,18.25,4,C,0,64.076738,150.14999,30.73,12.83,0.68,0.7,51.16,24.26,19.06,,14044000000.0,84284000000.0,16065000000.0,0.5,0.415,0.467
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,0.03,0.5036,0.286,0.5,0.7,0.485,30.06,4.16,20.87,0,D,0,57.59779,328.42999,30.8,22.24,0.08,1.84,58.2,32.11,28.6,15.01,72764000000.0,350018000000.0,100118000000.0,0.5,0.46,0.482
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,0.0285,0.4825,0.286,0.5,0.65,0.485,8.65,3.56,22.02,0,D,0,46.83707,693.84998,55.65,26.96,0.62,1.31,61.04,28.95,22.78,3.1,798079000.0,3897504000.0,887867000.0,0.5,0.46,0.482
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,0.0278,0.5801,0.596,0.5,0.6,0.485,3.76,1.87,18.29,3,C,0,53.0090811,25.65,9.11,3.78,0.72,1.17,71.94,23.31,12.67,4.57,9835000000.0,63627000000.0,8062000000.0,0.5,0.28,0.422
